,index,Category,Message
342,348,ham,One small prestige problem now.
343,349,spam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X
344,350,ham,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month
345,351,ham,"Nah can't help you there, I've never had an iphone"
346,352,ham,If you're not in my car in an hour and a half I'm going apeshit
347,353,ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
348,354,ham,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed
349,355,ham,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.
350,356,ham,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer."
351,358,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL
352,359,ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday."
353,360,ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted"
354,361,ham,Ha ha cool cool chikku chikku:-):-DB-)
355,362,ham,Oh ok no prob..
356,363,ham,Check audrey's status right now
357,364,ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
358,365,ham,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always"
359,366,ham,Well i know Z will take care of me. So no worries.
360,367,spam,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q="
361,368,spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
362,369,ham,Wat uniform? In where get?
363,370,ham,"Cool, text me when you're ready"
364,371,ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
365,372,ham,I will spoil you in bed as well :)
366,373,ham,I'm going for bath will msg you next  &lt;#&gt;  min..
367,374,ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
368,375,spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994"
369,376,ham,Can you say what happen
370,377,ham,You could have seen me..i did't recognise you Face.:)
371,378,ham,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
372,379,ham,Keep my payasam there if rinu brings
373,380,ham,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..
374,381,ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up."
375,382,ham,"Yeah sure, give me a couple minutes to track down my wallet"
376,383,ham,Hey leave it. not a big deal:-) take care.
377,384,ham,Hey i will be late ah... Meet you at 945+
378,385,spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
379,386,ham,It took Mr owl 3 licks
380,387,ham,Customer place i will call you.
381,388,ham,Mm that time you dont like fun
382,389,spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
383,390,ham,Yup having my lunch buffet now.. U eat already?
384,391,ham,Huh so late... Fr dinner?
385,392,ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too?
386,393,ham,Morning only i can ok.
387,394,ham,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down
388,395,ham,Pick you up bout 7.30ish? What time are  and that going?
389,396,ham,From here after The performance award is calculated every two month.not for current one month period..
390,397,ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.
391,398,ham,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated."
392,399,ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India."
393,400,ham,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..
394,401,spam,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop"
395,402,ham,Dear how is chechi. Did you talk to her
396,403,ham,The hair cream has not been shipped.
397,404,ham,None of that's happening til you get here though
398,405,ham,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour"
399,406,ham,"Haha get used to driving to usf man, I know a lot of stoners"
400,407,ham,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?
401,408,ham,Hello! Good week? Fancy a drink or something later?
402,409,ham,Headin towards busetop
403,410,ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
404,411,ham,Come by our room at some point so we can iron out the plan for this weekend
405,412,ham,Cos i want it to be your thing
406,413,ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah..."
407,414,ham,Bring home some Wendy =D
408,415,spam,100 dating service cal;l 09064012103 box334sk38ch
409,416,ham,Whatsup there. Dont u want to sleep
410,417,ham,Alright i have a new goal now
411,418,spam,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
412,419,ham,"Alright, I'll head out in a few minutes, text me where to meet you"
413,420,spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p
414,421,ham,Yes:)from last week itself i'm taking live call.
415,422,spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p
416,423,ham,Siva is in hostel aha:-.
417,424,spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only
418,425,ham,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..
419,426,ham,Ok. She'll be ok. I guess
420,427,ham,aathi..where are you dear..
421,428,ham,Any pain on urination any thing else?
422,429,ham,7 at esplanade.. Do ü mind giving me a lift cos i got no car today..
423,430,ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
424,431,ham,At home watching tv lor.
425,432,ham,Does she usually take fifteen fucking minutes to respond to a yes or no question
426,433,spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
427,434,ham,Booked ticket for pongal?
428,435,ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th
429,436,ham,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?
430,437,ham,"Ask g or iouri, I've told the story like ten times already"
431,438,ham,How long does applebees fucking take
432,439,ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think."
433,440,ham,But i have to. I like to have love and arrange.
434,441,ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
435,442,ham,You were supposed to wake ME up &gt;:(
436,443,ham,Oic... I saw him too but i tot he din c me... I found a group liao...
437,445,ham,"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX"
438,446,ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?"
439,447,ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm."
440,448,ham,I wont get concentration dear you know you are my mind and everything :-)
441,449,ham,LOL ... Have you made plans for new years?
442,450,ham,10 min later k...
443,451,ham,hanks lotsly!
444,452,ham,Thanks for this hope you had a good day today
445,453,ham,K:)k:)what are detail you want to transfer?acc no enough?
446,454,ham,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.
447,455,spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
448,456,ham,Si si. I think ill go make those oreo truffles.
449,457,ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY."
450,458,ham,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl
451,459,ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
452,460,ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
453,461,ham,Where did u go? My phone is gonna die you have to stay in here
454,462,ham,Great. Never been better. Each day gives even more reasons to thank God
455,463,spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
456,464,ham,"Sorry, I'll call later ok bye"
457,465,ham,Ok i am on the way to railway
458,466,ham,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :)
459,467,ham,They don't put that stuff on the roads to keep it from getting slippery over there?
460,468,ham,When are you going to ride your bike?
461,469,ham,"Yup, no need. I'll jus wait 4 e rain 2 stop."
462,470,ham,There are many company. Tell me the language.
463,471,spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
